farm_id,timestamp,region,generation_mw
SOL-0000,2026-08-04 13:12:44.169646,Multan,5.95
SOL-0000,2026-08-03 19:12:44.169646,Multan,0.0
SOL-0000,2026-08-03 13:12:44.169646,Multan,5.37
SOL-0000,2026-08-06 09:12:44.169646,Multan,4.03
SOL-0000,2026-08-09 19:12:44.169646,Multan,0.0
SOL-0000,2026-08-10 09:12:44.169646,Multan,4.07
SOL-0000,2026-08-06 02:12:44.169646,Multan,0.0
SOL-0000,2026-08-02 07:12:44.169646,Multan,1.24
SOL-0000,2026-08-03 08:12:44.169646,Multan,2.5
SOL-0000,2026-08-09 03:12:44.169646,Multan,0.0
SOL-0000,2026-08-09 06:12:44.169646,Multan,0.0
SOL-0000,2026-08-02 21:12:44.169646,Multan,0.0
SOL-0000,2026-08-02 14:12:44.169646,Multan,5.3
SOL-0000,2026-08-05 20:12:44.169646,Multan,0.0
SOL-0000,2026-08-06 17:12:44.169646,Multan,1.16
SOL-0000,2026-08-07 01:12:44.169646,Multan,0.0
SOL-0000,2026-08-08 18:12:44.169646,Multan,0.0
SOL-0000,2026-08-03 14:12:44.169646,Multan,3.52
SOL-0000,2026-08-07 19:12:44.169646,Multan,0.0
SOL-0000,2026-08-04 14:12:44.169646,Multan,4.42
SOL-0001,2026-08-04 13:12:44.169646,Faisalabad,3.34
SOL-0001,2026-08-03 19:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-03 13:12:44.169646,Faisalabad,3.45
SOL-0001,2026-08-06 09:12:44.169646,Faisalabad,2.28
SOL-0001,2026-08-09 19:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-10 09:12:44.169646,Faisalabad,2.52
SOL-0001,2026-08-06 02:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-02 07:12:44.169646,Faisalabad,0.8
SOL-0001,2026-08-03 08:12:44.169646,Faisalabad,1.55
SOL-0001,2026-08-09 03:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-09 06:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-02 21:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-02 14:12:44.169646,Faisalabad,3.42
SOL-0001,2026-08-05 20:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-06 17:12:44.169646,Faisalabad,0.86
SOL-0001,2026-08-07 01:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-08 18:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-03 14:12:44.169646,Faisalabad,2.65
SOL-0001,2026-08-07 19:12:44.169646,Faisalabad,0.0
SOL-0001,2026-08-04 14:12:44.169646,Faisalabad,2.38
SOL-0002,2026-08-04 13:12:44.169646,Karachi,12.85
SOL-0002,2026-08-03 19:12:44.169646,Karachi,0.0
SOL-0002,2026-08-03 13:12:44.169646,Karachi,10.13
SOL-0002,2026-08-06 09:12:44.169646,Karachi,8.91
SOL-0002,2026-08-09 19:12:44.169646,Karachi,0.0
SOL-0002,2026-08-10 09:12:44.169646,Karachi,8.71
SOL-0002,2026-08-06 02:12:44.169646,Karachi,0.0
SOL-0002,2026-08-02 07:12:44.169646,Karachi,2.87
SOL-0002,2026-08-03 08:12:44.169646,Karachi,6.44
SOL-0002,2026-08-09 03:12:44.169646,Karachi,0.0
SOL-0002,2026-08-09 06:12:44.169646,Karachi,0.0
SOL-0002,2026-08-02 21:12:44.169646,Karachi,0.0
SOL-0002,2026-08-02 14:12:44.169646,Karachi,11.52
SOL-0002,2026-08-05 20:12:44.169646,Karachi,0.0
SOL-0002,2026-08-06 17:12:44.169646,Karachi,2.69
SOL-0002,2026-08-07 01:12:44.169646,Karachi,0.0
SOL-0002,2026-08-08 18:12:44.169646,Karachi,0.0
SOL-0002,2026-08-03 14:12:44.169646,Karachi,10.96
SOL-0002,2026-08-07 19:12:44.169646,Karachi,0.0
SOL-0002,2026-08-04 14:12:44.169646,Karachi,9.54
SOL-0003,2026-08-04 13:12:44.169646,Lahore,13.23
SOL-0003,2026-08-03 19:12:44.169646,Lahore,0.0
SOL-0003,2026-08-03 13:12:44.169646,Lahore,9.92
SOL-0003,2026-08-06 09:12:44.169646,Lahore,8.3
SOL-0003,2026-08-09 19:12:44.169646,Lahore,0.0
SOL-0003,2026-08-10 09:12:44.169646,Lahore,9.94
SOL-0003,2026-08-06 02:12:44.169646,Lahore,0.0
SOL-0003,2026-08-02 07:12:44.169646,Lahore,4.05
SOL-0003,2026-08-03 08:12:44.169646,Lahore,8.32
SOL-0003,2026-08-09 03:12:44.169646,Lahore,0.0
SOL-0003,2026-08-09 06:12:44.169646,Lahore,0.0
SOL-0003,2026-08-02 21:12:44.169646,Lahore,0.0
SOL-0003,2026-08-02 14:12:44.169646,Lahore,10.2
SOL-0003,2026-08-05 20:12:44.169646,Lahore,0.0
SOL-0003,2026-08-06 17:12:44.169646,Lahore,3.54
SOL-0003,2026-08-07 01:12:44.169646,Lahore,0.0
SOL-0003,2026-08-08 18:12:44.169646,Lahore,0.0
SOL-0003,2026-08-03 14:12:44.169646,Lahore,9.49
SOL-0003,2026-08-07 19:12:44.169646,Lahore,0.0
SOL-0003,2026-08-04 14:12:44.169646,Lahore,9.15
SOL-0004,2026-08-04 13:12:44.169646,Rawalpindi,19.68
SOL-0004,2026-08-03 19:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-03 13:12:44.169646,Rawalpindi,19.12
SOL-0004,2026-08-06 09:12:44.169646,Rawalpindi,13.52
SOL-0004,2026-08-09 19:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-10 09:12:44.169646,Rawalpindi,11.45
SOL-0004,2026-08-06 02:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-02 07:12:44.169646,Rawalpindi,4.32
SOL-0004,2026-08-03 08:12:44.169646,Rawalpindi,6.74
SOL-0004,2026-08-09 03:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-09 06:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-02 21:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-02 14:12:44.169646,Rawalpindi,16.49
SOL-0004,2026-08-05 20:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-06 17:12:44.169646,Rawalpindi,4.31
SOL-0004,2026-08-07 01:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-08 18:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-03 14:12:44.169646,Rawalpindi,11.82
SOL-0004,2026-08-07 19:12:44.169646,Rawalpindi,0.0
SOL-0004,2026-08-04 14:12:44.169646,Rawalpindi,11.09
SOL-0005,2026-08-04 13:12:44.169646,Faisalabad,6.64
SOL-0005,2026-08-03 19:12:44.169646,Faisalabad,0.0
SOL-0005,2026-08-03 13:12:44.169646,Faisalabad,6.35
SOL-0005,2026-08-06 09:12:44.169646,Faisalabad,4.67
